Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Diesel,Fuel_LPG,Fuel_Petrol
1179,Hyundai i20 1.2 Asta,Jaipur,2018,5000,1.0,18.6,1197,81.83,5.0,6.5,1,0,0,1
1180,Honda City i DTEC S,Ahmedabad,2014,66000,1.0,26.0,1498,98.6,5.0,5.7,1,1,0,0
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,1.0,12.99,2494,100.0,8.0,8.0,1,1,0,0
1182,Renault KWID RXT,Chennai,2016,45000,1.0,25.17,799,53.3,5.0,2.6,1,0,0,1
1183,Maruti A-Star Vxi,Hyderabad,2009,66149,1.0,19.0,998,66.1,5.0,2.45,1,0,0,1
1184,Mercedes-Benz B Class B180,Kochi,2014,42070,1.0,14.8,1595,120.7,5.0,11.57,0,0,0,1
1185,Maruti Wagon R LXI BS IV,Kolkata,2012,35503,1.0,18.9,998,67.1,5.0,2.3,1,0,0,1
1186,Maruti Swift VDI BSIV,Jaipur,2016,41460,1.0,25.2,1248,74.0,5.0,5.9,1,1,0,0
1187,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,1.0,17.0,1591,121.3,5.0,7.2,0,0,0,1
1188,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,1.0,22.0,1582,126.2,5.0,5.9,0,1,0,0
1189,Honda City V MT,Chennai,2014,30000,2.0,16.8,1497,116.3,5.0,6.0,1,0,0,1
1190,Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,1.0,16.0,1086,66.7,5.0,1.95,1,0,0,1
1191,Toyota Etios GD SP,Coimbatore,2016,53702,1.0,23.59,1364,67.04,5.0,6.55,1,1,0,0
1192,Volvo S60 D4 Momentum,Hyderabad,2015,51000,1.0,27.03,1969,190.0,5.0,25.0,0,1,0,0
1193,Ford Figo Diesel EXI,Kolkata,2012,36542,1.0,20.0,1399,68.05,5.0,2.65,1,1,0,0
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,1.0,13.0,2987,265.0,5.0,69.5,0,1,0,0
1195,BMW 3 Series 320d Luxury Line,Chennai,2012,65000,1.0,22.69,1995,190.0,5.0,14.0,0,1,0,0
1196,Maruti Alto 800 VXI,Pune,2014,32000,2.0,22.74,796,47.3,5.0,2.1,1,0,0,1
1197,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,1.0,13.68,2393,147.8,7.0,20.4,1,1,0,0
1198,Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,1.0,18.78,999,75.0,5.0,5.68,1,0,0,1
1199,Nissan Terrano XL,Mumbai,2014,28238,1.0,13.24,1598,102.5,5.0,5.55,1,0,0,1
1200,Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,1.0,13.5,2477,175.56,7.0,12.75,1,1,0,0
1201,Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,2.0,14.8,1799,130.2,5.0,3.35,1,0,0,1
1202,Maruti Alto 800 LXI,Kolkata,2013,56840,1.0,22.74,796,47.3,5.0,1.55,1,0,0,1
1203,Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,2.0,20.54,1598,103.6,5.0,5.9,1,1,0,0
1204,Land Rover Freelander 2 HSE,Hyderabad,2012,96000,1.0,12.35,2179,187.74,5.0,18.98,0,1,0,0
1205,Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,1.0,13.7,1997,153.86,5.0,11.51,1,0,0,1
1206,Maruti Ertiga VDI,Mumbai,2016,54000,1.0,20.77,1248,88.76,7.0,7.75,1,1,0,0
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,1.0,12.99,2494,100.6,7.0,13.9,1,1,0,0
1208,Tata Manza Aura Safire,Kolkata,2010,40000,1.0,15.0,1368,90.0,5.0,1.35,1,0,0,1
1209,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,2.0,12.07,2967,241.4,7.0,38.0,0,1,0,0
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,1.0,17.1,1591,121.4,5.0,11.6,0,0,0,1
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,1.0,21.5,1498,108.5,5.0,12.25,0,1,0,0
1212,Honda City 1.5 S MT,Jaipur,2011,52000,1.0,17.0,1497,118.0,5.0,3.8,1,0,0,1
1213,Ford Figo Diesel Titanium,Mumbai,2014,54000,1.0,20.0,1399,68.05,5.0,3.25,1,1,0,0
1214,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,1.0,18.7,1199,88.7,5.0,6.4,1,0,0,1
1215,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,2.0,16.47,1198,73.9,5.0,3.95,1,0,0,1
1216,Honda City i-VTEC S,Delhi,2010,76752,1.0,17.4,1497,117.3,5.0,3.57,1,0,0,1
1217,Honda City ZX GXi,Mumbai,2005,56000,2.0,17.7,1497,78.0,5.0,1.25,1,0,0,1
1218,Maruti Wagon R LXI CNG,Pune,2015,70000,1.0,26.2,998,58.2,5.0,3.65,1,0,0,0
1219,Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,2.0,12.0,2354,187.4,5.0,12.5,0,0,0,1
1220,BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,2.0,18.12,1995,190.0,5.0,23.0,0,1,0,0
1221,Ambassador Classic Nova Diesel,Chennai,2003,80000,3.0,12.8,1489,35.5,5.0,1.35,1,1,0,0
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,1.0,12.05,2179,120.0,8.0,6.32,1,1,0,0
1223,Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,1.0,20.54,1598,103.6,5.0,3.4,1,1,0,0
1224,Maruti Zen VX,Jaipur,1999,70000,2.0,17.3,993,60.0,5.0,0.77,1,0,0,1
1225,Maruti 800 DX BSII,Jaipur,2009,32000,1.0,16.1,796,37.0,4.0,0.9,1,0,0,1
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,1.0,14.28,1798,138.03,5.0,18.0,0,0,0,1
1227,BMW 3 Series 328i Sport Line,Pune,2013,49000,1.0,14.59,1997,245.0,5.0,19.0,0,0,0,1
1228,Ford Ikon 1.3 Flair,Chennai,2007,40000,3.0,13.8,1299,70.0,5.0,1.1,1,0,0,1
1229,Chevrolet Beat LT,Pune,2012,78000,2.0,18.6,1199,79.4,5.0,2.0,1,0,0,1
1230,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,1.0,21.43,1364,86.79,5.0,6.5,1,1,0,0
1231,Mahindra XUV500 W4,Bangalore,2014,65213,1.0,16.0,2179,140.0,7.0,9.45,1,1,0,0
1232,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,1.0,24.4,1120,71.0,5.0,4.0,1,1,0,0
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,1.0,13.0,2143,204.0,5.0,32.25,0,1,0,0
1234,Hyundai i10 Sportz,Pune,2009,62500,1.0,20.36,1197,78.9,5.0,2.1,1,0,0,1
1235,Toyota Corolla Altis VL AT,Mumbai,2015,68000,2.0,14.28,1798,138.03,5.0,9.75,0,0,0,1
1236,Toyota Corolla 1.8 J,Kolkata,2014,40748,1.0,14.53,1798,138.0,5.0,6.3,1,0,0,1
1237,Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,1.0,17.32,1968,184.0,5.0,21.0,0,1,0,0
1238,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,1.0,21.9,1396,88.8,5.0,4.65,1,1,0,0
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mumbai,2013,87000,2.0,19.27,2143,167.62,5.0,17.0,0,1,0,0
1240,Maruti Ritz VDi,Pune,2013,20248,1.0,21.1,1248,73.9,5.0,4.35,1,1,0,0
1241,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,1.0,19.67,1582,126.2,5.0,14.82,1,1,0,0
1242,Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,1.0,13.6,1999,177.0,5.0,40.0,0,1,0,0
1243,Mahindra Xylo D4,Chennai,2016,85000,1.0,14.95,2489,93.7,7.0,6.15,1,1,0,0
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2014,47000,1.0,12.99,2494,100.6,7.0,11.25,1,1,0,0
1245,Toyota Camry 2.5 Hybrid,Pune,2018,17585,1.0,19.16,2494,157.7,5.0,32.0,0,0,0,1
1246,Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,1.0,13.22,2967,241.4,5.0,45.62,0,1,0,0
1247,Maruti Swift VDI,Kochi,2017,34613,1.0,28.4,1248,74.0,5.0,6.24,1,1,0,0
1248,Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,1.0,20.77,1248,88.76,7.0,4.8,1,1,0,0
1249,Maruti Swift VXi BSIV,Chennai,2014,54000,2.0,16.1,1197,85.0,5.0,4.5,1,0,0,1
1250,Hyundai i10 Sportz,Kochi,2015,16900,1.0,20.36,1197,78.9,5.0,3.87,1,0,0,1
1251,Hyundai i10 Sportz,Delhi,2013,62334,1.0,20.36,1197,78.9,5.0,2.75,1,0,0,1
1252,Maruti Baleno Sigma 1.2,Kochi,2018,23714,1.0,21.4,1197,83.1,5.0,6.57,1,0,0,1
1253,Hyundai Accent Executive,Jaipur,2010,52325,1.0,16.36,1495,93.7,5.0,2.0,1,0,0,1
1254,Honda Brio S MT,Ahmedabad,2012,50000,1.0,19.4,1198,86.8,5.0,3.65,1,0,0,1
1255,Maruti Swift ZDi,Hyderabad,2016,55746,1.0,22.9,1248,74.0,5.0,6.95,1,1,0,0
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,1.0,20.14,1197,81.86,5.0,5.5,1,0,0,1
1257,Mahindra XUV500 W8 2WD,Kolkata,2013,43000,1.0,16.0,2179,140.0,7.0,7.0,1,1,0,0
1258,Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,2014,40000,1.0,13.0,2143,201.1,5.0,24.0,0,1,0,0
1259,Land Rover Freelander 2 TD4 S,Bangalore,2010,125000,2.0,0.0,2179,115.0,5.0,11.0,0,1,0,0
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,1.0,19.27,2143,170.0,5.0,32.5,0,1,0,0
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,1.0,21.27,1396,88.76,5.0,6.45,1,1,0,0
1262,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,23000,1.0,19.3,1968,141.0,5.0,15.75,0,1,0,0
1263,Honda City 1.5 S MT,Mumbai,2014,54546,1.0,17.0,1497,118.0,5.0,5.5,1,0,0,1
1264,Toyota Fortuner 4x2 AT,Kochi,2015,51535,1.0,12.55,2982,168.5,7.0,19.03,0,1,0,0
1265,Audi Q3 2.0 TDI Quattro,Kolkata,2013,45000,1.0,17.32,1968,184.0,5.0,15.25,0,1,0,0
1266,Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,1.0,20.92,998,67.1,5.0,2.4,1,0,0,1
1267,Tata Indigo eCS LX BSIV,Chennai,2011,124000,1.0,23.03,1396,69.0,5.0,2.3,1,1,0,0
1268,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,77395,1.0,17.11,1968,174.33,5.0,14.35,0,1,0,0
1269,Maruti Alto 800 2016-2019 CNG LXI,Mumbai,2018,10600,1.0,33.44,796,40.3,4.0,3.5,1,0,0,0
1270,Honda City i-VTEC CVT VX,Kochi,2018,22974,1.0,18.0,1497,117.3,5.0,11.97,0,0,0,1
1272,Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,1.0,14.24,2755,174.5,7.0,18.9,1,1,0,0
1273,Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,1.0,18.9,1197,82.0,5.0,5.4,1,0,0,1
1274,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,1.0,15.1,1196,73.0,7.0,2.95,1,0,0,1
1275,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,1.0,16.47,1198,73.9,5.0,5.1,1,0,0,1
1276,Maruti Wagon R LXI Minor,Jaipur,2006,65000,1.0,18.9,1061,67.0,5.0,1.5,1,0,0,1
1277,Honda City 1.5 V MT,Bangalore,2011,66000,1.0,17.0,1497,118.0,5.0,4.9,1,0,0,1
1278,Honda Civic 2010-2013 1.8 S MT,Mumbai,2010,86000,1.0,14.8,1799,130.2,5.0,2.9,1,0,0,1
1279,Honda City 1.5 EXI,Pune,2005,98437,1.0,13.0,1493,100.0,5.0,1.15,1,0,0,1
1280,Hyundai i20 1.2 Magna,Kolkata,2010,18000,1.0,18.5,1197,80.0,5.0,2.3,1,0,0,1
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,1.0,24.0,1120,70.0,5.0,5.99,1,1,0,0
1282,Volkswagen Vento Petrol Highline AT,Pune,2011,42000,3.0,14.4,1598,103.6,5.0,3.4,0,0,0,1
1283,Hyundai i10 Sportz 1.2,Kolkata,2009,40000,1.0,20.36,1197,78.9,5.0,1.7,1,0,0,1
1284,Hyundai i20 Asta,Kolkata,2009,43000,1.0,17.0,1197,80.0,5.0,1.99,1,0,0,1
1285,Chevrolet Beat LS,Pune,2012,65000,1.0,18.6,1199,79.4,5.0,2.5,1,0,0,1
1286,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,1.0,22.07,1199,73.9,5.0,4.85,1,1,0,0
1287,Ford Figo Petrol LXI,Hyderabad,2010,51192,1.0,15.6,1196,70.0,5.0,2.65,1,0,0,1
1288,Audi TT 2.0 TFSI,Kochi,2014,14262,1.0,9.9,1984,207.8,2.0,27.35,0,0,0,1
1289,Honda City i DTEC VX,Jaipur,2015,66339,2.0,25.1,1498,98.6,5.0,6.9,1,1,0,0
1290,Ford Figo Diesel Titanium,Hyderabad,2013,90200,1.0,20.0,1399,68.05,5.0,3.5,1,1,0,0
1291,Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,57854,1.0,12.99,2494,100.6,7.0,12.5,1,1,0,0
1292,Maruti Ciaz 1.4 AT Alpha,Delhi,2017,32000,1.0,19.12,1373,91.1,5.0,9.2,0,0,0,1
1293,Hyundai Grand i10 AT Asta,Mumbai,2015,29631,1.0,18.9,1197,82.0,5.0,4.9,0,0,0,1
1295,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,2014,54173,1.0,18.88,999,123.24,5.0,5.55,1,0,0,1
1296,Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,2014,50000,1.0,14.7,1798,177.6,5.0,13.5,0,0,0,1
1297,Fiat Linea Emotion (Diesel),Kolkata,2010,145000,1.0,20.4,1248,91.7,5.0,2.6,1,1,0,0
1298,Maruti Swift Lxi BSIII,Jaipur,2015,78000,1.0,16.1,1298,88.2,5.0,4.5,1,0,0,1
1299,Land Rover Discovery 4 TDV6 SE,Delhi,2013,65000,2.0,11.8,2993,180.0,7.0,34.0,0,1,0,0
1300,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2012,120000,1.0,12.8,2494,102.0,7.0,12.0,1,1,0,0
1301,Maruti Swift LDI,Mumbai,2015,14000,1.0,28.4,1248,74.0,5.0,5.25,1,1,0,0
1302,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,57456,1.0,17.68,1968,174.33,5.0,21.56,0,1,0,0
1303,BMW 5 Series 520d Luxury Line,Coimbatore,2012,44450,1.0,22.48,1995,190.0,5.0,24.68,0,1,0,0
1304,Hyundai i20 Magna Optional 1.2,Delhi,2013,63777,1.0,18.5,1197,82.9,5.0,3.67,1,0,0,1
1305,BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,1.0,17.05,1995,190.0,5.0,29.5,0,1,0,0
1306,Toyota Etios G,Delhi,2012,60000,1.0,17.6,1496,88.73,5.0,3.1,1,0,0,1
1307,Tata Indigo LX,Ahmedabad,2015,78008,1.0,17.0,1405,70.0,5.0,2.9,1,1,0,0
1308,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2014,33000,2.0,0.0,2987,165.0,5.0,43.0,0,1,0,0
1309,Volkswagen Beetle 2.0,Mumbai,2009,27078,1.0,10.98,1984,114.4,4.0,15.95,0,0,0,1
1310,Volkswagen Polo GT TDI,Hyderabad,2011,57275,1.0,19.7,1598,103.6,5.0,4.5,1,1,0,0
1311,Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,1.0,24.0,1120,70.0,5.0,3.49,1,1,0,0
1312,Maruti Swift VDI BSIV,Delhi,2014,57319,1.0,25.2,1248,74.0,5.0,4.25,1,1,0,0
1313,Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,2.0,24.0,1396,88.76,5.0,1.9,1,1,0,0
1314,BMW 5 Series 2003-2012 525d,Mumbai,2011,89000,1.0,16.73,1995,218.0,5.0,16.57,0,1,0,0
1315,Honda City 1.5 S MT,Bangalore,2012,72000,1.0,17.0,1497,118.0,5.0,5.75,1,0,0,1
1316,Audi A4 2.0 TDI,Delhi,2013,36000,2.0,16.55,1968,147.51,5.0,14.0,0,1,0,0
1317,Fiat Linea Classic Plus 1.3 Multijet,Jaipur,2013,86000,2.0,19.5,1248,75.0,5.0,2.5,1,1,0,0
1318,Honda City 1.3 EXI,Ahmedabad,2002,85000,1.0,13.0,1343,90.0,5.0,1.2,1,0,0,1
1320,BMW 3 Series 320d Luxury Line,Kochi,2013,37613,1.0,22.69,1995,190.0,5.0,13.95,0,1,0,0
1321,Ford Fiesta 1.4 Duratec EXI,Chennai,2007,100000,1.0,16.6,1388,68.0,5.0,1.6,1,0,0,1
1322,Tata Nano XTA,Coimbatore,2016,5240,1.0,21.9,624,37.48,4.0,3.6,0,0,0,1
1323,Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,2018,20000,1.0,15.1,1196,73.0,5.0,4.5,1,0,0,0
1324,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,1.0,20.89,1197,81.8,5.0,6.06,1,0,0,1
1325,Maruti Swift Dzire ZXi,Coimbatore,2013,59254,2.0,17.5,1298,85.8,5.0,5.29,1,0,0,1
1326,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,60000,1.0,22.7,1498,89.84,5.0,5.75,1,1,0,0
1328,Maruti Swift Dzire VXI,Coimbatore,2014,47674,1.0,19.1,1197,85.8,5.0,5.72,1,0,0,1
1329,Hyundai i10 Sportz AT,Kochi,2014,61517,1.0,16.95,1197,78.9,5.0,4.39,0,0,0,1
1330,Mahindra XUV500 W6 2WD,Coimbatore,2016,62946,1.0,15.1,2179,140.0,7.0,11.05,1,1,0,0
1331,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,2.0,22.54,1396,88.73,5.0,4.83,1,1,0,0
1332,Maruti Wagon R CNG LXI,Pune,2013,79494,1.0,33.54,998,67.04,5.0,2.96,1,0,0,0
1333,Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,2.0,21.27,1396,88.76,5.0,4.5,1,1,0,0
1334,BMW 7 Series 730Ld,Mumbai,2011,55000,2.0,16.46,2993,258.0,5.0,19.5,0,1,0,0
1335,Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,24000,1.0,14.3,1598,103.52,5.0,8.75,0,0,0,1
1336,Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,1.0,14.75,2967,245.0,7.0,67.0,0,1,0,0
1337,Honda City i VTEC VX,Kochi,2016,54317,1.0,17.4,1497,117.3,5.0,8.4,1,0,0,1
1338,Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,1.0,19.1,1197,82.0,5.0,4.99,1,0,0,1
1339,Honda City i DTec E,Coimbatore,2016,24337,1.0,26.0,1498,98.6,5.0,8.18,1,1,0,0
1340,Honda Brio S Option MT,Pune,2012,79000,1.0,18.4,1198,86.8,5.0,2.9,1,0,0,1
1341,Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,40500,1.0,28.09,1248,88.5,5.0,7.1,1,1,0,0
1342,Maruti Swift Dzire VDI Optional,Pune,2016,23000,1.0,26.59,1248,74.0,5.0,7.05,1,1,0,0
1343,Honda CR-V 2.4L 4WD AT,Pune,2015,63050,1.0,11.1,2354,158.8,5.0,17.5,0,0,0,1
1344,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2008,78000,2.0,14.53,1794,138.1,5.0,3.41,0,0,0,1
1346,Honda City 1.5 V MT,Coimbatore,2012,66245,1.0,17.0,1497,118.0,5.0,5.68,1,0,0,1
1347,Mahindra Scorpio LX BS IV,Bangalore,2007,74112,1.0,12.05,2179,120.0,9.0,4.1,1,1,0,0
1348,Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,1.0,13.4,1798,157.8,5.0,4.0,1,0,0,1
1349,BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,1.0,18.88,1995,184.0,5.0,30.0,0,1,0,0
1350,Maruti SX4 Zxi BSIII,Chennai,2007,62493,1.0,15.0,1586,104.68,5.0,1.8,1,0,0,1
1351,Maruti Ciaz VXi Plus,Kochi,2015,44620,1.0,20.73,1373,91.1,5.0,6.93,1,0,0,1
1352,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,2012,66538,1.0,10.2,4367,308.0,7.0,70.0,0,1,0,0
1353,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,2013,60000,1.0,12.99,2494,100.0,7.0,7.9,1,1,0,0
1354,Hyundai Santro Xing GL,Kochi,2011,20842,1.0,0.0,1086,62.0,5.0,2.78,1,0,0,1
1355,Hyundai Santa Fe 4WD AT,Chennai,2014,110000,1.0,13.01,2199,194.3,7.0,14.4,0,1,0,0
1356,Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,2011,45000,2.0,11.74,1796,186.0,5.0,13.5,0,0,0,1
1357,Maruti Wagon R LXI CNG,Mumbai,2014,40000,2.0,26.6,998,58.16,5.0,3.15,1,0,0,0
1358,Maruti Alto LXi,Coimbatore,2012,49008,1.0,19.7,796,46.3,5.0,2.88,1,0,0,1
1359,Maruti Alto 800 2016-2019 LXI,Kolkata,2016,31000,1.0,24.7,796,47.3,5.0,2.15,1,0,0,1
1360,Nissan Sunny 2011-2014 XV,Pune,2013,8000,1.0,16.95,1498,97.7,5.0,3.75,1,0,0,1
1361,Maruti Alto 800 2016-2019 VXI,Mumbai,2019,171,1.0,24.7,796,47.3,5.0,3.6,1,0,0,1
1362,Maruti Alto K10 VXI,Kolkata,2018,2100,1.0,24.07,998,67.1,5.0,3.6,1,0,0,1
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,1.0,18.9,1197,81.86,5.0,7.55,0,0,0,1
1364,Honda Mobilio S i DTEC,Kolkata,2015,50000,1.0,24.2,1498,98.6,7.0,4.7,1,1,0,0
1365,Tata Manza Aqua Quadrajet,Jaipur,2010,100030,2.0,18.8,1248,90.0,5.0,1.6,1,1,0,0
1366,Chevrolet Optra Magnum 2.0 LT,Pune,2011,75372,1.0,16.52,1991,123.7,5.0,3.34,1,1,0,0
1367,Honda City i VTEC CVT VX,Kochi,2016,60475,1.0,18.0,1497,117.3,5.0,9.1,0,0,0,1
1368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,1.0,18.9,1197,81.86,5.0,6.17,1,0,0,1
1369,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,1.0,22.0,1582,126.2,5.0,2.5,1,1,0,0
1370,Nissan Micra XL,Kolkata,2016,31001,1.0,18.44,1198,75.0,5.0,3.0,1,0,0,1
1371,Hyundai Verna 1.6 SX,Jaipur,2012,65900,1.0,22.32,1582,126.32,5.0,5.75,1,1,0,0
1372,Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,1.0,15.29,1591,121.3,5.0,10.75,1,0,0,1
1373,Maruti Wagon R VXI BS IV,Jaipur,2013,62700,2.0,20.51,998,67.04,5.0,2.85,1,0,0,1
1374,Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,1.0,10.2,2354,180.0,5.0,6.5,0,0,0,1
1375,Honda City 1.5 S AT,Bangalore,2016,36000,1.0,16.8,1497,118.0,5.0,9.45,0,0,0,1
1376,Maruti Baleno Alpha 1.3,Delhi,2016,46000,1.0,27.39,1248,74.0,5.0,6.75,1,1,0,0
1377,Honda City i DTec V,Coimbatore,2017,73003,1.0,26.0,1498,98.6,5.0,7.75,1,1,0,0
1378,Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,1.0,22.54,1396,88.76,5.0,4.4,1,1,0,0
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,1.0,13.0,2987,265.0,5.0,42.0,0,1,0,0
1380,Nissan Terrano XV 110 PS,Kochi,2014,103788,1.0,19.01,1461,108.5,5.0,5.67,1,1,0,0
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,1.0,19.6,1461,108.45,5.0,11.5,0,1,0,0
1382,Maruti Wagon R LXI Minor,Pune,2009,120000,1.0,18.9,998,67.1,5.0,1.69,1,0,0,1
1383,Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,2.0,17.1,1493,110.0,5.0,1.8,1,1,0,0
1384,Maruti Ritz LXi,Mumbai,2016,62000,1.0,18.5,1197,85.8,5.0,3.2,1,0,0,1
1386,BMW 5 Series 520d Sport Line,Kochi,2019,18373,1.0,22.48,1995,187.74,5.0,45.86,0,1,0,0
1387,Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,1.0,16.47,1198,74.0,5.0,5.1,1,0,0,1
1389,Ford Figo Petrol ZXI,Mumbai,2010,69009,2.0,15.6,1196,70.0,5.0,2.4,1,0,0,1
1390,BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,1.0,18.88,1995,184.0,5.0,22.0,0,1,0,0
1391,Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,1.0,22.32,1582,126.32,5.0,4.28,1,1,0,0
1392,Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,1.0,20.45,1461,83.8,5.0,5.67,1,1,0,0
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,1.0,18.9,1197,81.86,5.0,6.2,0,0,0,1
1394,BMW X1 sDrive20d,Bangalore,2013,49000,2.0,17.05,1995,184.0,5.0,14.49,0,1,0,0
1395,Maruti Ritz VDi,Pune,2010,71000,1.0,21.1,1248,73.9,5.0,3.0,1,1,0,0
1396,Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,52000,2.0,19.81,1086,68.05,5.0,2.25,1,0,0,1
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,1.0,15.97,2993,258.0,7.0,43.78,0,1,0,0
1398,Honda City V MT Exclusive,Kochi,2019,5377,1.0,16.8,1497,116.3,5.0,11.45,1,0,0,1
1399,Mahindra Ssangyong Rexton RX7,Delhi,2014,65000,1.0,11.18,2696,184.0,7.0,10.5,0,1,0,0
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,1.0,22.7,1498,89.84,5.0,7.48,1,1,0,0
1401,Maruti Alto LXi,Coimbatore,2010,48105,1.0,19.7,796,46.3,5.0,3.1,1,0,0,1
1402,Volkswagen Polo 1.2 MPI Highline,Mumbai,2011,46759,1.0,16.47,1198,74.0,5.0,2.55,1,0,0,1
